8.768748880000000000e+08,1.856000000000000000e+03,1.802000000000000000e+03,2.251000000000000000e+03,4.905400000000000000e+04
8.768963730000000000e+08,1.856000000000000000e+03,1.805000000000000000e+03,2.267000000000000000e+03,4.905000000000000000e+04
8.769165420000000000e+08,1.851000000000000000e+03,1.807000000000000000e+03,2.256000000000000000e+03,4.904100000000000000e+04
8.769365440000000000e+08,1.850000000000000000e+03,1.806000000000000000e+03,2.258000000000000000e+03,4.901700000000000000e+04
8.769565450000000000e+08,1.856000000000000000e+03,1.803000000000000000e+03,2.265000000000000000e+03,4.902800000000000000e+04
8.769773740000000000e+08,1.851000000000000000e+03,1.794000000000000000e+03,2.263000000000000000e+03,4.899600000000000000e+04
8.769973740000000000e+08,1.853000000000000000e+03,1.815000000000000000e+03,2.271000000000000000e+03,4.894400000000000000e+04
8.770173740000000000e+08,1.849000000000000000e+03,1.807000000000000000e+03,2.249000000000000000e+03,4.889800000000000000e+04
8.770373740000000000e+08,1.849000000000000000e+03,1.793000000000000000e+03,2.247000000000000000e+03,4.883700000000000000e+04
8.770575170000000000e+08,1.854000000000000000e+03,1.799000000000000000e+03,2.263000000000000000e+03,4.878200000000000000e+04
8.770776670000000000e+08,1.851000000000000000e+03,1.804000000000000000e+03,2.258000000000000000e+03,4.875900000000000000e+04
8.770976680000000000e+08,1.849000000000000000e+03,1.812000000000000000e+03,2.258000000000000000e+03,4.876100000000000000e+04
8.771176690000000000e+08,1.849000000000000000e+03,1.798000000000000000e+03,2.260000000000000000e+03,4.877900000000000000e+04
8.771376700000000000e+08,1.845000000000000000e+03,1.798000000000000000e+03,2.241000000000000000e+03,4.878500000000000000e+04
8.771576700000000000e+08,1.851000000000000000e+03,1.808000000000000000e+03,2.250000000000000000e+03,4.880900000000000000e+04
8.771776710000000000e+08,1.859000000000000000e+03,1.813000000000000000e+03,2.261000000000000000e+03,4.879200000000000000e+04
8.771976730000000000e+08,1.850000000000000000e+03,1.806000000000000000e+03,2.255000000000000000e+03,4.881300000000000000e+04
8.772176730000000000e+08,1.854000000000000000e+03,1.803000000000000000e+03,2.256000000000000000e+03,4.884700000000000000e+04
8.772383740000000000e+08,1.852000000000000000e+03,1.801000000000000000e+03,2.264000000000000000e+03,4.884500000000000000e+04
8.772585400000000000e+08,1.856000000000000000e+03,1.808000000000000000e+03,2.266000000000000000e+03,4.881800000000000000e+04
8.772786440000000000e+08,1.846000000000000000e+03,1.808000000000000000e+03,2.263000000000000000e+03,4.883700000000000000e+04
8.772986440000000000e+08,1.861000000000000000e+03,1.805000000000000000e+03,2.268000000000000000e+03,4.884900000000000000e+04
8.773186440000000000e+08,1.849000000000000000e+03,1.808000000000000000e+03,2.256000000000000000e+03,4.885100000000000000e+04
8.773386440000000000e+08,1.841000000000000000e+03,1.793000000000000000e+03,2.256000000000000000e+03,4.886800000000000000e+04
8.773586460000000000e+08,1.840000000000000000e+03,1.792000000000000000e+03,2.256000000000000000e+03,4.887600000000000000e+04
8.773786460000000000e+08,1.847000000000000000e+03,1.808000000000000000e+03,2.266000000000000000e+03,4.887400000000000000e+04
8.773986810000000000e+08,1.855000000000000000e+03,1.808000000000000000e+03,2.262000000000000000e+03,4.886400000000000000e+04
8.774186820000000000e+08,1.848000000000000000e+03,1.808000000000000000e+03,2.241000000000000000e+03,4.885900000000000000e+04
8.774386960000000000e+08,1.855000000000000000e+03,1.808000000000000000e+03,2.260000000000000000e+03,4.886700000000000000e+04
8.774586970000000000e+08,1.847000000000000000e+03,1.814000000000000000e+03,2.258000000000000000e+03,4.885900000000000000e+04
8.774786970000000000e+08,1.856000000000000000e+03,1.795000000000000000e+03,2.256000000000000000e+03,4.885300000000000000e+04
8.774986980000000000e+08,1.857000000000000000e+03,1.808000000000000000e+03,2.254000000000000000e+03,4.885600000000000000e+04
8.775194600000000000e+08,1.849000000000000000e+03,1.811000000000000000e+03,2.257000000000000000e+03,4.886600000000000000e+04
8.775394600000000000e+08,1.851000000000000000e+03,1.797000000000000000e+03,2.255000000000000000e+03,4.885400000000000000e+04
8.775594940000000000e+08,1.857000000000000000e+03,1.795000000000000000e+03,2.256000000000000000e+03,4.887300000000000000e+04
8.775794950000000000e+08,1.857000000000000000e+03,1.808000000000000000e+03,2.255000000000000000e+03,4.887100000000000000e+04
8.776003740000000000e+08,1.850000000000000000e+03,1.805000000000000000e+03,2.250000000000000000e+03,4.888500000000000000e+04
8.776203740000000000e+08,1.847000000000000000e+03,1.792000000000000000e+03,2.261000000000000000e+03,4.892200000000000000e+04
8.776403750000000000e+08,1.852000000000000000e+03,1.807000000000000000e+03,2.258000000000000000e+03,4.891100000000000000e+04
8.776603750000000000e+08,1.851000000000000000e+03,1.799000000000000000e+03,2.249000000000000000e+03,4.891500000000000000e+04
8.776803760000000000e+08,1.851000000000000000e+03,1.810000000000000000e+03,2.269000000000000000e+03,4.891900000000000000e+04
8.777003770000000000e+08,1.858000000000000000e+03,1.813000000000000000e+03,2.266000000000000000e+03,4.892200000000000000e+04
8.777203780000000000e+08,1.859000000000000000e+03,1.815000000000000000e+03,2.265000000000000000e+03,4.888100000000000000e+04
8.777403790000000000e+08,1.853000000000000000e+03,1.807000000000000000e+03,2.258000000000000000e+03,4.883200000000000000e+04
8.777603790000000000e+08,1.854000000000000000e+03,1.797000000000000000e+03,2.249000000000000000e+03,4.878400000000000000e+04
8.777803800000000000e+08,1.855000000000000000e+03,1.806000000000000000e+03,2.258000000000000000e+03,4.869200000000000000e+04
8.778003810000000000e+08,1.854000000000000000e+03,1.808000000000000000e+03,2.268000000000000000e+03,4.859600000000000000e+04
8.778203810000000000e+08,1.856000000000000000e+03,1.808000000000000000e+03,2.265000000000000000e+03,4.856000000000000000e+04
8.778403830000000000e+08,1.858000000000000000e+03,1.806000000000000000e+03,2.261000000000000000e+03,4.859300000000000000e+04
8.778603840000000000e+08,1.845000000000000000e+03,1.811000000000000000e+03,2.257000000000000000e+03,4.858500000000000000e+04
8.778803840000000000e+08,1.856000000000000000e+03,1.809000000000000000e+03,2.263000000000000000e+03,4.863300000000000000e+04
8.779003840000000000e+08,1.863000000000000000e+03,1.818000000000000000e+03,2.270000000000000000e+03,4.866300000000000000e+04
8.779203850000000000e+08,1.858000000000000000e+03,1.808000000000000000e+03,2.262000000000000000e+03,4.871200000000000000e+04
8.779405540000000000e+08,1.845000000000000000e+03,1.808000000000000000e+03,2.262000000000000000e+03,4.872500000000000000e+04
8.779605540000000000e+08,1.847000000000000000e+03,1.815000000000000000e+03,2.256000000000000000e+03,4.873300000000000000e+04
8.779806540000000000e+08,1.840000000000000000e+03,1.808000000000000000e+03,2.255000000000000000e+03,4.877100000000000000e+04
8.780006550000000000e+08,1.851000000000000000e+03,1.825000000000000000e+03,2.268000000000000000e+03,4.876200000000000000e+04
8.780206880000000000e+08,1.851000000000000000e+03,1.808000000000000000e+03,2.257000000000000000e+03,4.873300000000000000e+04
8.780406880000000000e+08,1.841000000000000000e+03,1.809000000000000000e+03,2.259000000000000000e+03,4.875100000000000000e+04
8.780606890000000000e+08,1.839000000000000000e+03,1.808000000000000000e+03,2.261000000000000000e+03,4.873400000000000000e+04
8.780813750000000000e+08,1.856000000000000000e+03,1.795000000000000000e+03,2.256000000000000000e+03,4.873000000000000000e+04
8.781013760000000000e+08,1.840000000000000000e+03,1.811000000000000000e+03,2.269000000000000000e+03,4.874100000000000000e+04
8.781215500000000000e+08,1.846000000000000000e+03,1.808000000000000000e+03,2.256000000000000000e+03,4.874100000000000000e+04
8.781422920000000000e+08,1.856000000000000000e+03,1.801000000000000000e+03,2.263000000000000000e+03,4.874400000000000000e+04
8.781622920000000000e+08,1.853000000000000000e+03,1.814000000000000000e+03,2.269000000000000000e+03,4.877000000000000000e+04
8.781822920000000000e+08,1.847000000000000000e+03,1.808000000000000000e+03,2.260000000000000000e+03,4.879900000000000000e+04
8.782022930000000000e+08,1.841000000000000000e+03,1.806000000000000000e+03,2.256000000000000000e+03,4.880000000000000000e+04
8.782222940000000000e+08,1.854000000000000000e+03,1.809000000000000000e+03,2.270000000000000000e+03,4.881000000000000000e+04
8.782422950000000000e+08,1.841000000000000000e+03,1.807000000000000000e+03,2.261000000000000000e+03,4.882100000000000000e+04
8.782622950000000000e+08,1.855000000000000000e+03,1.799000000000000000e+03,2.254000000000000000e+03,4.881400000000000000e+04
8.782822970000000000e+08,1.851000000000000000e+03,1.792000000000000000e+03,2.261000000000000000e+03,4.880100000000000000e+04
8.783022970000000000e+08,1.840000000000000000e+03,1.806000000000000000e+03,2.258000000000000000e+03,4.879600000000000000e+04
8.783222990000000000e+08,1.847000000000000000e+03,1.803000000000000000e+03,2.256000000000000000e+03,4.879000000000000000e+04
8.783423750000000000e+08,1.845000000000000000e+03,1.799000000000000000e+03,2.256000000000000000e+03,4.878100000000000000e+04
8.783623760000000000e+08,1.854000000000000000e+03,1.781000000000000000e+03,2.247000000000000000e+03,4.876600000000000000e+04
8.783825150000000000e+08,1.850000000000000000e+03,1.798000000000000000e+03,2.262000000000000000e+03,4.879000000000000000e+04
8.784026380000000000e+08,1.848000000000000000e+03,1.814000000000000000e+03,2.255000000000000000e+03,4.880900000000000000e+04
8.784226380000000000e+08,1.853000000000000000e+03,1.811000000000000000e+03,2.264000000000000000e+03,4.882800000000000000e+04
8.784426400000000000e+08,1.850000000000000000e+03,1.807000000000000000e+03,2.275000000000000000e+03,4.883400000000000000e+04
8.784626400000000000e+08,1.843000000000000000e+03,1.807000000000000000e+03,2.263000000000000000e+03,4.884800000000000000e+04
8.784826400000000000e+08,1.845000000000000000e+03,1.803000000000000000e+03,2.253000000000000000e+03,4.882300000000000000e+04
8.785026400000000000e+08,1.854000000000000000e+03,1.813000000000000000e+03,2.261000000000000000e+03,4.879500000000000000e+04
8.785226400000000000e+08,1.852000000000000000e+03,1.811000000000000000e+03,2.256000000000000000e+03,4.871800000000000000e+04
8.785426400000000000e+08,1.850000000000000000e+03,1.798000000000000000e+03,2.256000000000000000e+03,4.863200000000000000e+04
8.785626410000000000e+08,1.850000000000000000e+03,1.799000000000000000e+03,2.247000000000000000e+03,4.850200000000000000e+04
8.785826420000000000e+08,1.847000000000000000e+03,1.799000000000000000e+03,2.254000000000000000e+03,4.842800000000000000e+04
8.786033740000000000e+08,1.858000000000000000e+03,1.811000000000000000e+03,2.263000000000000000e+03,4.839500000000000000e+04
